_id,longitude,latitude,inwater,inusa
ObjectId(5785fdd166772e00073a49bb),-122.2663192,37.82889971,FALSE,TRUE
ObjectId(5785fddd66772e00073a49bc),-122.2667964,37.82900851,FALSE,TRUE
ObjectId(5785fde866772e00073a49bd),-122.266571,37.82871798,FALSE,TRUE
ObjectId(5785fdf866772e00073a49be),-122.266529,37.82675747,FALSE,TRUE
ObjectId(5785fdf966772e00073a49bf),-76.99423405,38.88743067,FALSE,TRUE
ObjectId(5785fe0266772e00073a49c0),-122.2671691,37.8252095,FALSE,TRUE
ObjectId(5785fe0a66772e00073a49c1),-122.2667508,37.82586036,FALSE,TRUE
ObjectId(5785fe1366772e00073a49c2),-122.2661225,37.82575292,FALSE,TRUE
ObjectId(5785fe2466772e00073a49c3),-122.391268,37.7857109,FALSE,TRUE
ObjectId(5785fe2c66772e00073a49c4),-77.02552047,38.88134386,FALSE,TRUE
ObjectId(5785fe3366772e00073a49c5),-122.4148285,37.77856147,FALSE,TRUE
ObjectId(5785fe3a66772e00073a49c6),-122.413041,37.78001239,FALSE,TRUE
ObjectId(5785fe5666772e00073a49c7),-122.2656887,37.82747811,FALSE,TRUE
ObjectId(5785fe7066772e00073a49c8),-122.2663852,37.82598401,FALSE,TRUE
ObjectId(5785fe7c66772e00073a49c9),-122.2666525,37.82808541,FALSE,TRUE
ObjectId(5785fe7d66772e00073a49ca),-122.3526226,37.93684863,FALSE,TRUE
ObjectId(5785fe8966772e00073a49cb),-122.2667359,37.82840037,FALSE,TRUE
ObjectId(5785fe9966772e00073a49cc),-122.2649789,37.82731151,FALSE,TRUE
ObjectId(5785fea266772e00073a49cd),-122.264919,37.8277702,FALSE,TRUE
ObjectId(5785fea366772e00073a49ce),-122.3527341,37.93685618,FALSE,TRUE
ObjectId(5785feaa66772e00073a49cf),-122.2664396,37.82580872,FALSE,TRUE
ObjectId(5785feb966772e00073a49d0),-122.2663883,37.8281126,FALSE,TRUE
ObjectId(5785fed166772e00073a49d1),-122.2651623,37.82655111,FALSE,TRUE
ObjectId(5785fedc66772e00073a49d2),-122.2653555,37.82569055,FALSE,TRUE
ObjectId(5785ff0d66772e00073a49d3),-122.2661148,37.82920741,FALSE,TRUE
ObjectId(5785ff2c66772e00073a49d4),-122.265953,37.82778021,FALSE,TRUE
ObjectId(5785ff4066772e00073a49d5),-122.266965,37.8281028,FALSE,TRUE
ObjectId(5785ff5466772e00073a49d6),-122.2661795,37.82579426,FALSE,TRUE
ObjectId(5785ff6366772e00073a49d7),-122.2663928,37.82582964,FALSE,TRUE
ObjectId(5785ff8266772e00073a49d8),-122.2656278,37.82504678,FALSE,TRUE
ObjectId(5785ff9b66772e00073a49d9),-122.2651914,37.82621729,FALSE,TRUE
ObjectId(5785ffae66772e00073a49da),-122.2652896,37.82606766,FALSE,TRUE
ObjectId(5785ffb966772e00073a49db),-122.2655824,37.82565444,FALSE,TRUE
ObjectId(5785ffcc66772e00073a49dc),-122.2633676,37.83296078,FALSE,TRUE
ObjectId(5785ffe066772e00073a49dd),-122.2631655,37.83391004,FALSE,TRUE
ObjectId(5785fff866772e00073a49de),-122.2628557,37.83535082,FALSE,TRUE
ObjectId(5786001166772e00073a49df),-122.2619137,37.84001293,FALSE,TRUE
ObjectId(5786002466772e00073a49e0),-122.2620343,37.83984795,FALSE,TRUE
ObjectId(5786003e66772e00073a49e1),-122.2645362,37.82969107,FALSE,TRUE
ObjectId(5786005366772e00073a49e2),-122.2647932,37.83003797,FALSE,TRUE
ObjectId(5786006666772e00073a49e3),-122.2651382,37.83008424,FALSE,TRUE
ObjectId(578600a466772e00073a49e4),-121.4950466,38.58018429,FALSE,TRUE
ObjectId(578600da66772e00073a49e5),-122.264942,37.82721268,FALSE,TRUE
ObjectId(578600ef66772e00073a49e6),-122.2647644,37.82826123,FALSE,TRUE
ObjectId(5786010466772e00073a49e7),-122.2661855,37.82904393,FALSE,TRUE
ObjectId(5786011766772e00073a49e8),-122.2669345,37.82913339,FALSE,TRUE
ObjectId(5786012866772e00073a49e9),-122.2670939,37.82907688,FALSE,TRUE
ObjectId(5786017366772e00073a49ea),-122.2941865,37.80443171,FALSE,TRUE
ObjectId(578601c266772e00073a49eb),-122.3987188,37.78789566,FALSE,TRUE
ObjectId(578601dd66772e00073a49ec),-122.3980393,37.78604393,FALSE,TRUE
ObjectId(578601f066772e00073a49ed),-122.3970329,37.7857659,FALSE,TRUE
ObjectId(5786020466772e00073a49ee),-122.397383,37.78611644,FALSE,TRUE
ObjectId(5786021b66772e00073a49ef),-122.3955316,37.78466946,FALSE,TRUE
ObjectId(5786023666772e00073a49f0),-122.3925046,37.78226474,FALSE,TRUE
ObjectId(5786025866772e00073a49f1),-122.3919315,37.78274629,FALSE,TRUE
ObjectId(5786027966772e00073a49f2),-122.3932686,37.78188351,FALSE,TRUE
ObjectId(5786028966772e00073a49f3),-122.3921519,37.78268304,FALSE,TRUE
ObjectId(5786029c66772e00073a49f4),-122.393086,37.78224042,FALSE,TRUE
ObjectId(578602be66772e00073a49f5),-122.3931992,37.78281751,FALSE,TRUE
ObjectId(578602d766772e00073a49f6),-122.3949272,37.78475749,FALSE,TRUE
ObjectId(578602e966772e00073a49f7),-122.3959465,37.78495199,FALSE,TRUE
ObjectId(5786030466772e00073a49f8),-122.2658832,37.82575139,FALSE,TRUE
ObjectId(5786031c66772e00073a49f9),-122.2649907,37.82697108,FALSE,TRUE
ObjectId(5786033566772e00073a49fa),-122.2651897,37.82593804,FALSE,TRUE
ObjectId(5786034a66772e00073a49fb),-122.2649807,37.82703276,FALSE,TRUE
ObjectId(5786035a66772e00073a49fc),-122.2650469,37.82699848,FALSE,TRUE
ObjectId(5786037366772e00073a49fd),-122.2649431,37.82732373,FALSE,TRUE
ObjectId(5786038466772e00073a49fe),-122.2651113,37.82691926,FALSE,TRUE
ObjectId(5786039966772e00073a49ff),-122.2669905,37.82897793,FALSE,TRUE
ObjectId(578603bd66772e00073a4a00),-122.4179379,37.77611107,FALSE,TRUE
ObjectId(578603da66772e00073a4a01),-122.4157676,37.77309985,FALSE,TRUE
ObjectId(578603ef66772e00073a4a02),-122.4159172,37.77284779,FALSE,TRUE
ObjectId(5786041866772e00073a4a03),-122.4042131,37.78880534,FALSE,TRUE
ObjectId(5786044166772e00073a4a04),-122.294811,37.80465042,FALSE,TRUE
ObjectId(5786049066772e00073a4a05),-122.2763745,37.79860348,FALSE,TRUE
ObjectId(578604a966772e00073a4a06),-122.2670082,37.82890418,FALSE,TRUE
ObjectId(578604c366772e00073a4a07),-122.2657285,37.82854633,FALSE,TRUE
ObjectId(578604e766772e00073a4a08),-122.2670583,37.8259771,FALSE,TRUE
ObjectId(5786050166772e00073a4a09),-122.2669519,37.82592539,FALSE,TRUE
ObjectId(5786051266772e00073a4a0a),-122.2665187,37.8258328,FALSE,TRUE
ObjectId(5786052466772e00073a4a0b),-122.2662843,37.8258126,FALSE,TRUE
ObjectId(5786053c66772e00073a4a0c),-122.2652794,37.82610916,FALSE,TRUE
ObjectId(5786055f66772e00073a4a0d),-122.2657169,37.82448421,FALSE,TRUE
ObjectId(5786057766772e00073a4a0e),-122.2650213,37.82710378,FALSE,TRUE
ObjectId(5786059066772e00073a4a0f),-122.2650213,37.82718844,FALSE,TRUE
ObjectId(5786061f66772e00073a4a10),-122.294913,37.83898344,FALSE,TRUE
