_id,longitude,latitude
ObjectId(5785f386a61edb00073a1e65),-121.74934620694268,38.539609545654486
ObjectId(5785f3a0a61edb00073a1e66),-121.74473327089113,38.54552717117198
ObjectId(5785f3d5a61edb00073a1e67),-121.74920869753777,38.566286938086506
ObjectId(5785f3dda61edb00073a1e68),-73.94653262223818,40.765101991702835
ObjectId(5785f406a61edb00073a1e69),-73.9671949114325,40.7863377210073
ObjectId(5785f420a61edb00073a1e6a),-121.74625409057998,38.54871888136509
ObjectId(5785f426a61edb00073a1e6b),-73.97408699242747,40.78124333779121
ObjectId(5785f433a61edb00073a1e6c),-121.75937826390954,38.54284275983673
ObjectId(5785f44ea61edb00073a1e6d),-121.75922946275529,38.54342510686962
ObjectId(5785f45ea61edb00073a1e6e),-74.02203610510061,40.63704295130236
ObjectId(5785f461a61edb00073a1e6f),-121.744201709684,38.545544989877214
ObjectId(5785f479a61edb00073a1e70),-121.74449820858366,38.54518343539388
ObjectId(5785f48ba61edb00073a1e71),-74.01719131271638,40.70382649762058
ObjectId(5785f498a61edb00073a1e72),-121.74553930947253,38.541068682631874
ObjectId(5785f4b8a61edb00073a1e73),-121.75262408225069,38.533460511829816
ObjectId(5785f4c2a61edb00073a1e74),-121.75221031389336,38.533917303258335
ObjectId(5785f4e8a61edb00073a1e75),-121.75114166805622,38.5410033524646
ObjectId(5785f4eca61edb00073a1e76),-73.99982303944887,40.71431634096902
ObjectId(5785f513a61edb00073a1e77),-73.94202661008185,40.74619073665346
ObjectId(5785f537a61edb00073a1e78),-74.00501604330202,40.75631401331441
ObjectId(5785f557a61edb00073a1e79),-74.0024587032784,40.75281988312241
ObjectId(5785f55ea61edb00073a1e7a),-121.7452047901772,38.56039851598271
ObjectId(5785f57aa61edb00073a1e7b),-73.98132775390836,40.758517528899546
ObjectId(5785f583a61edb00073a1e7c),-73.98233588391219,40.757145888809674
ObjectId(5785f590a61edb00073a1e7d),-121.73207789291817,38.53646955225156
ObjectId(5785f59ba61edb00073a1e7e),-121.73199467738574,38.53662739219692
ObjectId(5785f5b0a61edb00073a1e7f),-73.99037520147274,40.73572819770365
ObjectId(5785f5b7a61edb00073a1e80),-73.99117321929427,40.7353986977181
ObjectId(5785f5fca61edb00073a1e81),-74.00948693092391,40.70639603909922
ObjectId(5785f62aa61edb00073a1e82),-73.97436716563732,40.75639620613376
ObjectId(5785f649a61edb00073a1e83),-73.98323654678954,40.75317723633259
ObjectId(5785f6a7a61edb00073a1e84),-73.9876998936736,40.72433266959351
ObjectId(5785f6f5a61edb00073a1e85),-73.98794153775185,40.69668542114647
ObjectId(5785f7aea61edb00073a1e86),-71.12233024736351,42.39636172874833
ObjectId(5785f7b3a61edb00073a1e87),-71.12261846720777,42.396611817947644
ObjectId(5785f84666772e00073a4959),-70.93874772075401,42.44440283712004
ObjectId(5785f8f866772e00073a495a),-71.09358939576053,42.38167095041172
ObjectId(5785f91466772e00073a495b),-71.11927326637883,42.375936760368404
ObjectId(5785f92066772e00073a495c),-71.12199682455082,42.373015469783695
ObjectId(5785f92c66772e00073a495d),-71.12037891885939,42.369540812585456
ObjectId(5785f94366772e00073a495e),-71.12350665825828,42.35278938475301
ObjectId(5785f95366772e00073a495f),-71.12768205708856,42.35285448951467
ObjectId(5785f95d66772e00073a4960),-71.13183963184294,42.35291148233665
ObjectId(5785f97a66772e00073a4961),-71.03172684281772,42.34370862289779
ObjectId(5785f98866772e00073a4962),-71.04947182420167,42.35906429870954
ObjectId(5785f9a066772e00073a4963),-71.05539615466664,42.35992051593715
ObjectId(5785f9b166772e00073a4964),-71.05730009645316,42.36209516710073
ObjectId(5785f9c366772e00073a4965),-71.06736463229197,42.359876279822316
ObjectId(5785f9d166772e00073a4966),-71.06859515140357,42.35473130502143
ObjectId(5785f9d866772e00073a4967),-71.0710128281417,42.35358905371098
ObjectId(5785f9e266772e00073a4968),-71.07429242733883,42.3561216403605
ObjectId(5785f9e966772e00073a4969),-71.07371766983627,42.35609771668308
ObjectId(5785f9f766772e00073a496a),-71.07812703507258,42.351820128662894
ObjectId(5785fa1566772e00073a496b),-71.09493738064155,42.348063417860544
ObjectId(5785fa2966772e00073a496c),-71.09298570033303,42.36145222852042
ObjectId(5785fa3666772e00073a496d),-71.08644574662495,42.361988091843045
ObjectId(5785fa4e66772e00073a496e),-71.08295150430774,42.36167179683943
ObjectId(5785fa6166772e00073a496f),-71.08595219990052,42.365783535480006
ObjectId(5785fa6c66772e00073a4970),-71.07684552465686,42.36571155786268
ObjectId(5785faa366772e00073a4971),-71.10982229692522,42.35460183905914
ObjectId(5785fab566772e00073a4972),-71.12854481404807,42.36340955082221
ObjectId(5785fad466772e00073a4973),-121.49018519426173,38.57819710557334
ObjectId(5785faf366772e00073a4974),-121.49146419001619,38.58215899051743
ObjectId(5785fafe66772e00073a4975),-71.10439296679468,42.365344007825115
ObjectId(5785fb0a66772e00073a4976),-121.49249396338448,38.56466345292182
ObjectId(5785fb0f66772e00073a4977),-71.10373902347594,42.365546888199276
ObjectId(5785fb1066772e00073a4978),-121.48919071863818,38.58354913690766
ObjectId(5785fb2966772e00073a4979),-121.49195761290619,38.57955673266923
ObjectId(5785fb2966772e00073a497a),-121.49092961399076,38.56488074463098
ObjectId(5785fb3666772e00073a497b),-71.0671783744311,42.343602333187135
ObjectId(5785fb4966772e00073a497c),-71.0719217792816,42.34394461049419
ObjectId(5785fb4f66772e00073a497d),-121.48677737782575,38.5779313267023
ObjectId(5785fb6266772e00073a497e),-121.48428271330943,38.580311910414736
ObjectId(5785fb6966772e00073a497f),-121.48834239340624,38.57767138229099
ObjectId(5785fb6f66772e00073a4980),-121.4784649914026,38.57731100160785
ObjectId(5785fb7e66772e00073a4981),-121.47946722123481,38.57416001042472
ObjectId(5785fb8566772e00073a4982),-121.4924936003111,38.58242967444096
ObjectId(5785fb8866772e00073a4983),-71.0893551022917,42.33637597640049
ObjectId(5785fb9666772e00073a4984),-121.48170278825017,38.579587936210686
ObjectId(5785fb9a66772e00073a4985),-121.49268094715862,38.58210273288299
ObjectId(5785fb9c66772e00073a4986),-71.09340165284054,42.34084089702699
ObjectId(5785fbae66772e00073a4987),-121.4818774838082,38.57725402769785
ObjectId(5785fbbc66772e00073a4988),-121.49478918867723,38.58079780806037
ObjectId(5785fbc566772e00073a4989),-121.4799550628577,38.57669530135112
ObjectId(5785fbd066772e00073a498a),-71.11019322921521,42.397409649212676
ObjectId(5785fbd166772e00073a498b),-121.48221694446195,38.574832944581345
ObjectId(5785fbda66772e00073a498c),-121.4938080614076,38.58102784087865
ObjectId(5785fbe466772e00073a498d),-121.48068811867857,38.57823389828502
ObjectId(5785fbea66772e00073a498e),-71.11307414953365,42.394377537409724
ObjectId(5785fbef66772e00073a498f),-121.4928205555897,38.581813660710935
ObjectId(5785fbf766772e00073a4990),-121.4802779414197,38.571918541071085
ObjectId(5785fc0966772e00073a4991),-121.48593360016505,38.573177166098446
ObjectId(5785fc1266772e00073a4992),-121.49098106184806,38.57904235309812
ObjectId(5785fc1666772e00073a4993),-71.05084739476803,42.387526759790916
ObjectId(5785fc1f66772e00073a4994),-121.47724225382248,38.572311485784695
ObjectId(5785fc2266772e00073a4995),-71.04816563540969,42.38278899331968
ObjectId(5785fc2e66772e00073a4996),-121.47434939122617,38.572544663082
ObjectId(5785fc2e66772e00073a4997),-121.48928773636422,38.579222181161896
ObjectId(5785fc4766772e00073a4998),-121.4847194865797,38.580394651918084
ObjectId(5785fc4f66772e00073a4999),-121.48873951001318,38.58024858075737
ObjectId(5785fc5c66772e00073a499a),-121.48589804156217,38.58093201410583
ObjectId(5785fc8166772e00073a499b),-121.48315625459188,38.58295737928424
ObjectId(5785fc8466772e00073a499c),-121.48017793130137,38.57570830522522
ObjectId(5785fc9466772e00073a499d),-121.48178978790237,38.57218898670766
ObjectId(5785fca866772e00073a499e),-121.48350671090515,38.578124067034594
ObjectId(5785fcac66772e00073a499f),-121.4876735692504,38.57749270455366
ObjectId(5785fcc166772e00073a49a0),-121.47548957987412,38.57307787962691
ObjectId(5785fcc266772e00073a49a1),-121.48814548893748,38.577102199573005
ObjectId(5785fccc66772e00073a49a2),-121.47158758315106,38.572031564517914
ObjectId(5785fcdf66772e00073a49a3),-77.03626696361411,38.8974222790786
ObjectId(5785fcdf66772e00073a49a4),-121.47319823917607,38.572386211893615
ObjectId(5785fce666772e00073a49a5),-121.4895478332871,38.578598015750686
ObjectId(5785fcf066772e00073a49a6),-121.47037808198219,38.57249229310926
ObjectId(5785fd0466772e00073a49a7),-121.47059284934053,38.57201964225783
ObjectId(5785fd0a66772e00073a49a8),-121.48941459166855,38.57865794101815
ObjectId(5785fd1466772e00073a49a9),-121.4693563653216,38.57413910223039
ObjectId(5785fd1a66772e00073a49aa),-77.0281450373417,38.917021607441995
ObjectId(5785fd2766772e00073a49ab),-77.02935327047723,38.90948851759262
ObjectId(5785fd2966772e00073a49ac),-121.48946352320773,38.57857085210591
ObjectId(5785fd2e66772e00073a49ad),-121.47763948095844,38.57328586485929
ObjectId(5785fd3c66772e00073a49ae),-121.48276868953033,38.57006653107476
ObjectId(5785fd4766772e00073a49af),-121.4822188480968,38.570902561474156
ObjectId(5785fd5566772e00073a49b0),-77.02198813887861,38.899770231479465
ObjectId(5785fd5866772e00073a49b1),-121.48060489194793,38.57506130073918
ObjectId(5785fd6466772e00073a49b2),-121.49017306065335,38.57698202631832
ObjectId(5785fd6866772e00073a49b3),-121.47662882867064,38.57345486764643
ObjectId(5785fd8266772e00073a49b4),-121.4893735242988,38.58167304091941
ObjectId(5785fd9766772e00073a49b5),-121.49293878904732,38.582690753531296
ObjectId(5785fd9e66772e00073a49b6),-121.49054566971485,38.578288223152214
ObjectId(5785fda966772e00073a49b7),-76.98848918232427,38.90017973374046
ObjectId(5785fdb866772e00073a49b8),-122.26629249587636,37.828688580520506
ObjectId(5785fdc466772e00073a49b9),-122.26641675553348,37.82840281705806
ObjectId(5785fdc766772e00073a49ba),-121.49926417009982,38.58406686484986
ObjectId(5785fdd166772e00073a49bb),-122.26631917695414,37.828899708104586
ObjectId(5785fddd66772e00073a49bc),-122.26679636518092,37.829008511154555
ObjectId(5785fde866772e00073a49bd),-122.26657104807683,37.82871798054414
ObjectId(5785fdf866772e00073a49be),-122.26652903700554,37.82675746910277
ObjectId(5785fdf966772e00073a49bf),-76.99423404818911,38.887430670321265
ObjectId(5785fe0266772e00073a49c0),-122.26716908184108,37.8252095038103
ObjectId(5785fe0a66772e00073a49c1),-122.26675076362878,37.82586036340874
ObjectId(5785fe1366772e00073a49c2),-122.26612246568419,37.825752915794396
ObjectId(5785fe2466772e00073a49c3),-122.39126803815401,37.78571090487539
ObjectId(5785fe2c66772e00073a49c4),-77.02552046784953,38.88134386471137
ObjectId(5785fe3366772e00073a49c5),-122.41482846221368,37.77856147453248
ObjectId(5785fe3a66772e00073a49c6),-122.41304104713856,37.78001239116982
ObjectId(5785fe5666772e00073a49c7),-122.26568872241648,37.82747810877919
ObjectId(5785fe7066772e00073a49c8),-122.26638518984885,37.82598400618802
ObjectId(5785fe7c66772e00073a49c9),-122.26665250714429,37.82808540739384
ObjectId(5785fe7d66772e00073a49ca),-122.35262262838292,37.93684863167313
ObjectId(5785fe8966772e00073a49cb),-122.26673586423317,37.82840036929646
ObjectId(5785fe9966772e00073a49cc),-122.26497886732983,37.82731151425037
ObjectId(5785fea266772e00073a49cd),-122.2649189961981,37.82777020123014
ObjectId(5785fea366772e00073a49ce),-122.35273409264737,37.936856178874976
ObjectId(5785feaa66772e00073a49cf),-122.26643962763845,37.82580871527891
ObjectId(5785feb966772e00073a49d0),-122.2663883377235,37.82811260288187
ObjectId(5785fed166772e00073a49d1),-122.26516228399703,37.82655111322967
ObjectId(5785fedc66772e00073a49d2),-122.26535553592527,37.82569055349076
ObjectId(5785ff0d66772e00073a49d3),-122.26611478295447,37.829207405695996
ObjectId(5785ff2c66772e00073a49d4),-122.26595302554068,37.82778021341409
ObjectId(5785ff4066772e00073a49d5),-122.26696498638952,37.8281027999884
ObjectId(5785ff5466772e00073a49d6),-122.26617952183526,37.8257942619217
ObjectId(5785ff6366772e00073a49d7),-122.26639283802868,37.82582963647533
ObjectId(5785ff8266772e00073a49d8),-122.26562780819998,37.82504677598109
ObjectId(5785ff9b66772e00073a49d9),-122.26519138309209,37.82621729060999
ObjectId(5785ffae66772e00073a49da),-122.26528955633282,37.82606766143569
ObjectId(5785ffb966772e00073a49db),-122.26558238694736,37.82565443889136
ObjectId(5785ffcc66772e00073a49dc),-122.26336761514904,37.83296078036663
ObjectId(5785ffe066772e00073a49dd),-122.26316550222353,37.8339100427722
ObjectId(5785fff866772e00073a49de),-122.26285572607539,37.83535081749581
ObjectId(5786001166772e00073a49df),-122.26191373096154,37.84001292950923
ObjectId(5786002466772e00073a49e0),-122.2620343411352,37.839847953069366
ObjectId(5786003e66772e00073a49e1),-122.2645362207679,37.82969107008941
ObjectId(5786005366772e00073a49e2),-122.26479322544515,37.83003797362494
ObjectId(5786006666772e00073a49e3),-122.26513817233543,37.8300842381541
ObjectId(578600a466772e00073a49e4),-121.49504655160987,38.580184288203895
ObjectId(578600da66772e00073a49e5),-122.26494200587086,37.827212681466065
ObjectId(578600ef66772e00073a49e6),-122.2647644154907,37.82826123221075
ObjectId(5786010466772e00073a49e7),-122.26618549096929,37.829043927084896
ObjectId(5786011766772e00073a49e8),-122.26693453490654,37.829133387568646
ObjectId(5786012866772e00073a49e9),-122.26709386717704,37.829076875691555
ObjectId(5786017366772e00073a49ea),-122.29418648435114,37.80443170788473
ObjectId(578601c266772e00073a49eb),-122.39871878178285,37.7878956589238
ObjectId(578601dd66772e00073a49ec),-122.39803927081371,37.786043932261634
ObjectId(578601f066772e00073a49ed),-122.39703294638268,37.78576590333856
ObjectId(5786020466772e00073a49ee),-122.39738300648563,37.78611644154773
ObjectId(5786021b66772e00073a49ef),-122.39553158227274,37.7846694582757
ObjectId(5786023666772e00073a49f0),-122.39250458249518,37.78226474011666
ObjectId(5786025866772e00073a49f1),-122.39193151651966,37.78274628625657
ObjectId(5786027966772e00073a49f2),-122.39326858088441,37.78188351253466
ObjectId(5786028966772e00073a49f3),-122.39215190050373,37.78268303629302
ObjectId(5786029c66772e00073a49f4),-122.39308597937162,37.782240418651526
ObjectId(578602be66772e00073a49f5),-122.39319923629643,37.782817507496034
ObjectId(578602d766772e00073a49f6),-122.39492718994924,37.7847574871619
ObjectId(578602e966772e00073a49f7),-122.39594653643567,37.78495199077449
ObjectId(5786030466772e00073a49f8),-122.26588316264507,37.825751391180646
ObjectId(5786031c66772e00073a49f9),-122.26499069269393,37.826971076031484
ObjectId(5786033566772e00073a49fa),-122.26518966833481,37.8259380427056
ObjectId(5786034a66772e00073a49fb),-122.26498071479006,37.827032757464195
ObjectId(5786035a66772e00073a49fc),-122.26504693158734,37.82699848001536
ObjectId(5786037366772e00073a49fd),-122.26494305747508,37.82732373128904
ObjectId(5786038466772e00073a49fe),-122.26511126970635,37.82691926250247
ObjectId(5786039966772e00073a49ff),-122.26699053614104,37.82897793120651
ObjectId(578603bd66772e00073a4a00),-122.41793788254003,37.77611106728352
ObjectId(578603da66772e00073a4a01),-122.41576760547301,37.773099847471954
ObjectId(578603ef66772e00073a4a02),-122.41591719434183,37.77284778530857
ObjectId(5786041866772e00073a4a03),-122.40421313678542,37.78880534479187
ObjectId(5786044166772e00073a4a04),-122.29481101490128,37.804650420791006
ObjectId(5786049066772e00073a4a05),-122.27637451867855,37.79860347546165
ObjectId(578604a966772e00073a4a06),-122.26700823927098,37.828904179666026
ObjectId(578604c366772e00073a4a07),-122.26572848522548,37.82854632691536
ObjectId(578604e766772e00073a4a08),-122.26705827687006,37.82597709951712
ObjectId(5786050166772e00073a4a09),-122.26695193756899,37.82592539449176
ObjectId(5786051266772e00073a4a0a),-122.26651865961153,37.82583279978482
ObjectId(5786052466772e00073a4a0b),-122.26628430498465,37.82581260306566
ObjectId(5786053c66772e00073a4a0c),-122.26527937918314,37.82610916439131
ObjectId(5786055f66772e00073a4a0d),-122.26571692978328,37.8244842074881
ObjectId(5786057766772e00073a4a0e),-122.26502133246164,37.82710378086061
ObjectId(5786059066772e00073a4a0f),-122.26502133246154,37.827188441071215
ObjectId(5786061f66772e00073a4a10),-122.29491296416577,37.8389834425802
ObjectId(5786063266772e00073a4a11),-122.29489202130222,37.83919352051292
ObjectId(5786064f66772e00073a4a12),-122.291179570212,37.83982570438339
ObjectId(5786066166772e00073a4a13),-122.29112517204588,37.840946784732495
ObjectId(5786068066772e00073a4a14),-122.29098715651102,37.841972977808766
ObjectId(5786069866772e00073a4a15),-122.29150077502729,37.8417387998238
ObjectId(578606aa66772e00073a4a16),-122.29014916949617,37.842330784424036
ObjectId(578606c366772e00073a4a17),-122.29148308730363,37.84106075191626
ObjectId(5786074866772e00073a4a18),-121.48449271679094,38.580296975054154
ObjectId(5786080966772e00073a4a19),-121.49950336643687,38.583693710878805
ObjectId(5786081b66772e00073a4a1a),-121.50057898399746,38.58393103708906
ObjectId(5786082f66772e00073a4a1b),-121.5008514976659,38.58398451041859
ObjectId(5786083f66772e00073a4a1c),-121.49943150136443,38.583836211858085
ObjectId(5786086366772e00073a4a1d),-121.49422124887562,38.5818041622139
ObjectId(5786088066772e00073a4a1e),-121.48101239154434,38.57941977438696
ObjectId(5786088366772e00073a4a1f),-121.49092973353146,38.577161220991144
ObjectId(5786089866772e00073a4a20),-121.49312259739321,38.58140723795674
ObjectId(578608aa66772e00073a4a21),-121.49292028271034,38.58156376966775
ObjectId(578608bc66772e00073a4a22),-121.49279443658608,38.58167021414661
ObjectId(578608d166772e00073a4a23),-121.48987019073448,38.58180079385389
ObjectId(578608f766772e00073a4a24),-121.4890892935467,38.58038951562682
ObjectId(5786092566772e00073a4a25),-121.48701008475075,38.58102819875526
ObjectId(5786095766772e00073a4a26),-121.46296993155897,38.57779282118548
ObjectId(5786096966772e00073a4a27),-121.4633351122089,38.57724340402967
ObjectId(5786098366772e00073a4a28),-121.46565873423094,38.57891179603823
ObjectId(578609ea66772e00073a4a29),-121.47953806456329,38.57758651025472
ObjectId(57860a8066772e00073a4a2a),-121.46396073587532,38.577941373651925
ObjectId(57860a8e66772e00073a4a2b),-121.47992505703246,38.57643592640616
ObjectId(57860a9466772e00073a4a2c),-121.46356604861447,38.57581443494382
ObjectId(57860aa366772e00073a4a2d),-121.46307157995203,38.57556775648516
ObjectId(57860ab866772e00073a4a2e),-121.46399766621205,38.57605239550409
ObjectId(57860ac866772e00073a4a2f),-121.46452647559288,38.575052187958505
ObjectId(57860ae166772e00073a4a30),-121.46579274798759,38.57512363225379
ObjectId(57860af766772e00073a4a31),-121.4694568355271,38.57662239210222
ObjectId(57860b3066772e00073a4a32),-121.47453750935837,38.57778576353928
ObjectId(57860b4766772e00073a4a33),-121.47787386445496,38.577992577472656
ObjectId(57860b5a66772e00073a4a34),-121.4839964641316,38.580295906743345
ObjectId(57860b6d66772e00073a4a35),-121.48518676957187,38.58054186539118
ObjectId(57860b8366772e00073a4a36),-121.48492965728056,38.580455465386024
ObjectId(57860b9266772e00073a4a37),-121.4860186151308,38.58077075605442
ObjectId(57860ec766772e00073a4a38),-117.09058631971783,36.42386767101945
ObjectId(57860f4766772e00073a4a39),-116.94594249056064,34.44386197399599
ObjectId(5786126f66772e00073a4a3a),-88.86702668983183,38.272298053265814
ObjectId(578612d866772e00073a4a3b),-99.52229593660074,38.53947150426862
ObjectId(5786359766772e00073a4a3c),-4.3962970164185435,52.03945549836433
ObjectId(578635b166772e00073a4a3d),-4.398093041870595,52.03473545087135
ObjectId(578635c866772e00073a4a3e),-4.383951195060888,52.050837369115726
ObjectId(57867d4966772e00073a4a3f),-81.58357347078463,30.311753805779674
ObjectId(57867d5766772e00073a4a40),-81.58344730852754,30.311766309250785
ObjectId(57867d6166772e00073a4a41),-81.5835090998557,30.311752941710537
ObjectId(57867d6b66772e00073a4a42),-81.58347479680786,30.311751171074576
ObjectId(57867d7566772e00073a4a43),-81.5835372362681,30.31170540959829
ObjectId(57867d8c66772e00073a4a44),-81.58273220965361,30.312634196545233
ObjectId(57867e7966772e00073a4a45),-76.95344563161245,38.96419865072579
